7,326
orderNumber int	orderDate string	requiredDate string	shippedDate string	status string	comments string	customerNumber int
10351	3-12-2004 0:00:00	11-12-2004 0:00:00	7-12-2004 0:00:00	Shipped		324
10352	3-12-2004 0:00:00	12-12-2004 0:00:00	9-12-2004 0:00:00	Shipped		198
10353	4-12-2004 0:00:00	11-12-2004 0:00:00	5-12-2004 0:00:00	Shipped		447
10354	4-12-2004 0:00:00	10-12-2004 0:00:00	5-12-2004 0:00:00	Shipped		323
10355	7-12-2004 0:00:00	14-12-2004 0:00:00	13-12-2004 0:00:00	Shipped		141
10356	9-12-2004 0:00:00	15-12-2004 0:00:00	12-12-2004 0:00:00	Shipped		250
10357	10-12-2004 0:00:00	16-12-2004 0:00:00	14-12-2004 0:00:00	Shipped		124
10358	10-12-2004 0:00:00	16-12-2004 0:00:00	16-12-2004 0:00:00	Shipped	Customer requested that DHL is used for this shipping	141
10359	15-12-2004 0:00:00	23-12-2004 0:00:00	18-12-2004 0:00:00	Shipped		353
10360	16-12-2004 0:00:00	22-12-2004 0:00:00	18-12-2004 0:00:00	Shipped		496
10361	17-12-2004 0:00:00	24-12-2004 0:00:00	20-12-2004 0:00:00	Shipped		282
10362	5-1-2005 0:00:00	16-1-2005 0:00:00	10-1-2005 0:00:00	Shipped		161
10363	6-1-2005 0:00:00	12-1-2005 0:00:00	10-1-2005 0:00:00	Shipped		334
10364	6-1-2005 0:00:00	17-1-2005 0:00:00	9-1-2005 0:00:00	Shipped		350
10365	7-1-2005 0:00:00	18-1-2005 0:00:00	11-1-2005 0:00:00	Shipped		320
10366	10-1-2005 0:00:00	19-1-2005 0:00:00	12-1-2005 0:00:00	Shipped		381
10367	12-1-2005 0:00:00	21-1-2005 0:00:00	16-1-2005 0:00:00	Resolved	This order was disputed and resolved on 2/1/2005. Customer claimed that container with shipment was damaged. FedEx's investigation proved this wrong.	205
10368	19-1-2005 0:00:00	27-1-2005 0:00:00	24-1-2005 0:00:00	Shipped	Can we renegotiate this one?	124
10369	20-1-2005 0:00:00	28-1-2005 0:00:00	24-1-2005 0:00:00	Shipped		379
10370	20-1-2005 0:00:00	1-2-2005 0:00:00	25-1-2005 0:00:00	Shipped		276
10371	23-1-2005 0:00:00	3-2-2005 0:00:00	25-1-2005 0:00:00	Shipped		124
10372	26-1-2005 0:00:00	5-2-2005 0:00:00	28-1-2005 0:00:00	Shipped		398
10373	31-1-2005 0:00:00	8-2-2005 0:00:00	6-2-2005 0:00:00	Shipped		311
10374	2-2-2005 0:00:00	9-2-2005 0:00:00	3-2-2005 0:00:00	Shipped		333
10375	3-2-2005 0:00:00	10-2-2005 0:00:00	6-2-2005 0:00:00	Shipped		119
10376	8-2-2005 0:00:00	18-2-2005 0:00:00	13-2-2005 0:00:00	Shipped		219
10377	9-2-2005 0:00:00	21-2-2005 0:00:00	12-2-2005 0:00:00	Shipped	Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches	186
10378	10-2-2005 0:00:00	18-2-2005 0:00:00	11-2-2005 0:00:00	Shipped		141
10379	10-2-2005 0:00:00	18-2-2005 0:00:00	11-2-2005 0:00:00	Shipped		141
10380	16-2-2005 0:00:00	24-2-2005 0:00:00	18-2-2005 0:00:00	Shipped		141
10381	17-2-2005 0:00:00	25-2-2005 0:00:00	18-2-2005 0:00:00	Shipped		321
10382	17-2-2005 0:00:00	23-2-2005 0:00:00	18-2-2005 0:00:00	Shipped	Custom shipping instructions sent to warehouse	124
10383	22-2-2005 0:00:00	2-3-2005 0:00:00	25-2-2005 0:00:00	Shipped		141
10384	23-2-2005 0:00:00	6-3-2005 0:00:00	27-2-2005 0:00:00	Shipped		321
10385	28-2-2005 0:00:00	9-3-2005 0:00:00	1-3-2005 0:00:00	Shipped		124
10386	1-3-2005 0:00:00	9-3-2005 0:00:00	6-3-2005 0:00:00	Resolved	Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models.	141
10387	2-3-2005 0:00:00	9-3-2005 0:00:00	6-3-2005 0:00:00	Shipped	We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.	148
10388	3-3-2005 0:00:00	11-3-2005 0:00:00	9-3-2005 0:00:00	Shipped		462
10389	3-3-2005 0:00:00	9-3-2005 0:00:00	8-3-2005 0:00:00	Shipped		448
10390	4-3-2005 0:00:00	11-3-2005 0:00:00	7-3-2005 0:00:00	Shipped	They want to reevaluate their terms agreement with Finance.	124
10391	9-3-2005 0:00:00	20-3-2005 0:00:00	15-3-2005 0:00:00	Shipped		276
10392	10-3-2005 0:00:00	18-3-2005 0:00:00	12-3-2005 0:00:00	Shipped		452
10393	11-3-2005 0:00:00	22-3-2005 0:00:00	14-3-2005 0:00:00	Shipped	They want to reevaluate their terms agreement with Finance.	323
10394	15-3-2005 0:00:00	25-3-2005 0:00:00	19-3-2005 0:00:00	Shipped		141
10395	17-3-2005 0:00:00	24-3-2005 0:00:00	23-3-2005 0:00:00	Shipped	We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.	250
10396	23-3-2005 0:00:00	2-4-2005 0:00:00	28-3-2005 0:00:00	Shipped		124
10397	28-3-2005 0:00:00	9-4-2005 0:00:00	1-4-2005 0:00:00	Shipped		242
10398	30-3-2005 0:00:00	9-4-2005 0:00:00	31-3-2005 0:00:00	Shipped		353
10399	1-4-2005 0:00:00	12-4-2005 0:00:00	3-4-2005 0:00:00	Shipped		496
10400	1-4-2005 0:00:00	11-4-2005 0:00:00	4-4-2005 0:00:00	Shipped	Customer requested that DHL is used for this shipping	450
10401	3-4-2005 0:00:00	14-4-2005 0:00:00		On Hold	Customer credit limit exceeded. Will ship when a payment is received.	328
10402	7-4-2005 0:00:00	14-4-2005 0:00:00	12-4-2005 0:00:00	Shipped		406
10403	8-4-2005 0:00:00	18-4-2005 0:00:00	11-4-2005 0:00:00	Shipped		201
10404	8-4-2005 0:00:00	14-4-2005 0:00:00	11-4-2005 0:00:00	Shipped		323
10405	14-4-2005 0:00:00	24-4-2005 0:00:00	20-4-2005 0:00:00	Shipped		209
10406	15-4-2005 0:00:00	25-4-2005 0:00:00	21-4-2005 0:00:00	Disputed	Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this.	145
10407	22-4-2005 0:00:00	4-5-2005 0:00:00		On Hold	Customer credit limit exceeded. Will ship when a payment is received.	450
10408	22-4-2005 0:00:00	29-4-2005 0:00:00	27-4-2005 0:00:00	Shipped		398
10409	23-4-2005 0:00:00	5-5-2005 0:00:00	24-4-2005 0:00:00	Shipped		166
10410	29-4-2005 0:00:00	10-5-2005 0:00:00	30-4-2005 0:00:00	Shipped		357
10411	1-5-2005 0:00:00	8-5-2005 0:00:00	6-5-2005 0:00:00	Shipped		233
10412	3-5-2005 0:00:00	13-5-2005 0:00:00	5-5-2005 0:00:00	Shipped		141
10413	5-5-2005 0:00:00	14-5-2005 0:00:00	9-5-2005 0:00:00	Shipped	Customer requested that DHL is used for this shipping	175
10414	6-5-2005 0:00:00	13-5-2005 0:00:00		On Hold	Customer credit limit exceeded. Will ship when a payment is received.	362
10415	9-5-2005 0:00:00	20-5-2005 0:00:00	12-5-2005 0:00:00	Disputed	Customer claims the scales of the models don't match what was discussed. I keep all the paperwork though to prove otherwise	471
10416	10-5-2005 0:00:00	16-5-2005 0:00:00	14-5-2005 0:00:00	Shipped		386
10417	13-5-2005 0:00:00	19-5-2005 0:00:00	19-5-2005 0:00:00	Disputed	Customer doesn't like the colors and precision of the models.	141
10418	16-5-2005 0:00:00	24-5-2005 0:00:00	20-5-2005 0:00:00	Shipped		412
10419	17-5-2005 0:00:00	28-5-2005 0:00:00	19-5-2005 0:00:00	Shipped		382
10420	29-5-2005 0:00:00	7-6-2005 0:00:00		In Process		282
10421	29-5-2005 0:00:00	6-6-2005 0:00:00		In Process	Custom shipping instructions were sent to warehouse	124
10422	30-5-2005 0:00:00	11-6-2005 0:00:00		In Process		157
10423	30-5-2005 0:00:00	5-6-2005 0:00:00		In Process		314
10424	31-5-2005 0:00:00	8-6-2005 0:00:00		In Process		141
10425	31-5-2005 0:00:00	7-6-2005 0:00:00		In Process		119^
